證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"2897B","王道銀乙特","35007","416882","11.95","11.95","11.90","11.90","-0.0500","17"
"2901","欣欣","28004","762794","27.55","27.55","27.20","27.25","-0.0500","41"
"2903","遠百","3581939","78975378","22.00","22.15","21.95","22.10","0.2000","1409"
"2904","匯僑","10526","188049","17.90","17.90","17.85","17.85","0.0500","15"
"2905","三商","1097625","17753702","16.25","16.35","16.05","16.15","-0.1000","433"
"2906","高林","78903","1339180","16.95","17.00","16.90","17.00","0.1000","173"
"2908","特力","412503","8293137","20.10","20.15","20.05","20.15","0.0500","91"
"2910","統領","36015","899622","25.45","25.45","24.80","25.10","0.1000","24"
"2911","麗嬰房","257010","2120005","8.23","8.50","8.03","8.15","-0.1100","506"
"2912","統一超","2693020","701691513","262.00","262.50","259.50","260.00","-1.0000","3211"
"2913","農林","632389","12142318","19.20","19.30","19.05","19.25","0.0500","530"
"2915","潤泰全","1234979","85502108","69.40","69.50","69.00","69.20","0.0000","746"
"2923","鼎固-KY","64522","1581948","24.00","24.90","24.00","24.40","0.1000","99"
"2929","淘帝-KY","550757","7090207","13.05","13.05","12.80","12.85","-0.0500","361"
"2939","永邑-KY","13010","403548","31.00","31.05","30.95","31.05","-0.5500","17"
"2945","三商家購","26038","1012750","39.00","39.00","38.80","38.90","-0.8500","25"
"3002","歐格","21251","293686","13.80","13.90","13.75","13.75","0.0500","20"
"3003","健和興","509190","36996872","72.50","73.10","72.00","72.90","0.7000","473"
"3004","豐達科","89111","8641474","97.00","97.50","96.40","96.90","0.1000","271"
"3005","神基","5977783","715382452","116.00","121.50","116.00","119.50","3.5000","4655"
"3006","晶豪科","721221","43476611","60.50","60.70","59.80","60.60","0.4000","633"
"3008","大立光","786787","2175558605","2785.00","2800.00","2750.00","2750.00","-15.0000","2613"
"3010","華立","321564","37289312","114.50","117.00","114.50","116.00","2.0000","394"
"3011","今皓","1515241","27741737","17.45","18.85","17.45","18.35","0.7000","852"
"3013","晟銘電","5376793","770338302","143.50","145.50","141.50","142.50","0.5000","3814"
"3014","聯陽","640676","90618637","140.00","142.50","140.00","142.00","2.0000","700"
"3015","全漢","929398","60330381","64.90","65.40","64.40","65.00","0.4000","843"
"3016","嘉晶","228921","9764636","42.65","42.90","42.30","42.90","0.3000","314"
"3017","奇鋐","9315682","5338973187","563.00","581.00","562.00","579.00","27.0000","11814"
"3018","隆銘綠能","138247","3893645","27.90","29.35","27.70","28.90","1.0000","276"
"3019","亞光","16540153","2663475695","164.00","165.50","158.00","158.00","-3.5000","12103"
"3021","鴻名","456105","10929168","23.95","24.30","23.70","23.95","0.1000","213"
"3022","威強電","255737","19812799","77.10","77.90","77.00","77.60","0.5000","230"
"3023","信邦","1204623","319839948","264.00","267.50","259.50","267.00","6.0000","2539"
"3024","憶聲","827464","14208959","17.30","17.35","17.00","17.25","0.0500","406"
"3025","星通","829899","56727820","68.30","69.00","67.70","68.90","1.2000","792"
"3026","禾伸堂","257618","22368947","86.70","87.10","86.40","87.10","0.6000","310"
"3027","盛達","203626","5941866","29.60","29.60","28.95","29.10","-0.2000","201"
"3028","增你強","172964","5117223","29.70","29.70","29.50","29.60","0.1000","186"
"3029","零壹","3965990","502382252","124.50","129.50","124.50","128.50","4.5000","3292"
"3030","德律","736768","92015151","124.50","126.00","124.00","125.50","1.0000","618"
"3031","佰鴻","762750","17236765","23.00","23.05","22.45","22.55","-0.2500","546"
"3032","偉訓","2881064","235085846","80.70","83.60","79.50","81.30","1.4000","2239"
"3033","威健","739006","25219835","34.20","34.25","34.05","34.10","0.0500","655"
"3034","聯詠","3062098","1596839126","516.00","525.00","515.00","524.00","6.0000","4028"
"3035","智原","2819639","633460037","228.00","228.00","222.50","225.00","-0.5000","3125"
"3036","文曄","1538777","173302993","112.50","113.50","111.50","113.50","2.0000","1423"
"3036A","文曄甲特","176224","8836950","50.30","50.30","50.10","50.20","0.0000","43"
"3037","欣興","21541442","2988871229","139.00","140.00","137.00","139.00","-0.5000","14205"
"3038","全台","151894","4063459","26.95","26.95","26.70","26.75","-0.1000","164"
"3040","遠見","262472","12805786","48.65","49.70","47.85","49.35","0.9500","240"
"3041","揚智","2258015","75067961","34.05","34.25","32.75","33.25","-0.4500","1855"
"3042","晶技","1464295","143826362","98.00","98.70","97.60","98.20","0.8000","1293"
"3043","科風","330366","10900406","32.95","33.40","32.70","33.15","0.4500","364"
"3044","健鼎","2017206","395007958","196.00","198.00","193.50","196.50","2.5000","1628"
"3045","台灣大","4493340","495738204","111.00","111.50","110.00","110.00","-1.0000","1954"
"3046","建碁","62061","2871793","46.55","46.60","46.00","46.45","-0.0500","169"
"3047","訊舟","1353001","38519262","29.00","29.00","28.25","28.40","-0.1000","913"
"3048","益登","497540","14302081","28.65","29.00","28.50","28.90","0.4000","392"
"3049","精金","887287","7491162","8.52","8.53","8.40","8.45","-0.0100","508"
"3050","鈺德","675196","10825155","16.05","16.25","15.85","16.25","0.2500","428"
"3051","力特","446549","14702069","33.05","33.15","32.60","33.00","0.2500","375"
"3052","夆典","170525","1903252","11.20","11.25","11.15","11.15","0.0000","154"
"3054","立萬利","23023","526820","23.10","23.10","22.75","22.90","0.1000","24"
"3055","蔚華科","527009","36498617","68.50","70.50","67.20","69.00","1.5000","804"
"3056","富華新","1095822","35123018","32.00","32.25","31.70","32.15","0.5000","769"
"3057","喬鼎","43224","501995","11.70","11.70","11.55","11.60","-0.1000","142"
"3058","立德","600811","8598733","14.45","14.45","14.15","14.35","-0.1000","1086"
"3059","華晶科","2579741","94305174","36.85","36.85","36.20","36.80","0.4500","1772"
"3060","銘異","357407","8305621","23.45","23.50","23.05","23.15","0.0500","356"
"3062","建漢","3549291","107600391","30.60","30.70","30.10","30.30","-0.0500","1961"
"3090","日電貿","2075738","139266874","67.00","68.20","66.50","66.60","-0.3000","1526"
"3092","鴻碩","64727","1742404","26.85","27.05","26.60","27.00","0.1500","128"
"3094","聯傑","165894","4602091","27.70","27.85","27.60","27.85","0.1500","192"
"3130","一零四","17550","3849982","219.00","220.00","219.00","219.50","0.0000","154"
"3138","耀登","499115","52778164","102.00","110.50","100.50","106.00","5.0000","560"
"3149","正達","1907527","59444328","30.70","31.70","30.60","31.45","0.4500","1507"
"3150","鈺寶-創","9103","287554","31.15","32.40","31.15","32.40","0.5500","10"
"3164","景岳","66838","1331327","19.90","20.00","19.65","20.00","0.5500","97"
"3167","大量","1056258","101433318","96.10","96.80","95.50","95.70","0.2000","1522"
"3168","眾福科","16000","743400","46.20","46.80","46.20","46.40","-0.5000","13"
"3189","景碩","2915501","285422163","98.40","98.50","97.20","98.10","0.3000","2464"
"3209","全科","369236","12203831","32.90","33.20","32.90","33.15","0.2500","323"
"3229","晟鈦","49260","866644","17.55","17.85","17.20","17.75","-0.0500","76"
"3231","緯創","41247530","4560478587","112.00","112.50","109.50","110.00","-1.5000","25875"
"3257","虹冠電","1304392","76006890","56.70","59.60","56.00","58.30","2.1000","1331"
"3266","昇陽","63007","979359","15.55","15.60","15.50","15.55","0.0000","36"
"3296","勝德","111621","3007857","26.80","27.25","26.65","27.00","0.2500","106"
"3305","昇貿","1251792","81986268","65.20","66.10","64.60","65.90","1.4000","891"
"3308","聯德","53124","1111153","20.85","21.05","20.60","20.95","0.1000","150"
"3311","閎暉","37777","1263538","33.35","33.70","33.25","33.50","0.2500","133"
"3312","弘憶股","520794","26884205","52.30","52.30","51.00","51.80","-0.1000","660"
"3321","同泰","48021","766295","16.00","16.05","15.90","15.90","-0.1000","105"
"3338","泰碩","304050","18172812","60.50","60.60","59.20","59.90","0.1000","456"
"3346","麗清","636498","20665669","32.35","32.55","32.20","32.50","0.1500","391"
"3356","奇偶","486214","27027303","55.50","56.00","55.30","56.00","0.6000","558"
"3376","新日興","16111503","3449516941","208.00","219.00","207.00","214.00","9.0000","15010"
"3380","明泰","912396","31628207","34.75","34.80","34.40","34.75","0.0500","850"
"3406","玉晶光","3122560","1417069665","465.50","465.50","450.00","451.00","-12.0000","5115"
"3413","京鼎","304395","93795536","307.50","309.50","306.00","309.00","2.5000","500"
"3416","融程電","235622","39079764","165.00","167.50","164.00","166.50","2.5000","569"
"3419","譁裕","228212","3903393","17.10","17.25","16.95","17.15","0.0500","167"
"3432","台端","35335","563260","16.00","16.15","15.85","15.95","-0.1500","40"
"3437","榮創","420913","8813519","21.05","21.15","20.85","20.85","-0.1500","320"
"3443","創意","2476018","3277090710","1350.00","1350.00","1310.00","1320.00","-10.0000","8296"
"3447","展達","740625","38767972","52.10","53.20","51.30","52.90","1.3000","620"
"3450","聯鈞","32654676","11125657973","337.50","347.50","334.00","334.50","1.0000","27475"
"3454","晶睿","1262750","161216439","131.00","131.50","123.50","128.00","-3.0000","1150"
"3481","群創","34709792","483847038","13.95","14.05","13.80","14.05","0.2500","7856"
"3494","誠研","117164","2249872","19.35","19.40","19.00","19.30","-0.1000","201"
"3501","維熹","153684","9212382","60.10","60.20","59.50","60.00","0.7000","190"
"3504","揚明光","1842503","108621905","60.70","60.90","57.70","58.70","-2.0000","1437"
"3515","華擎","483952","111350079","229.00","234.00","227.50","230.00","2.0000","793"
"3518","柏騰","407364","9109892","22.45","22.65","22.10","22.35","-0.0500","251"
"3528","安馳","11225","576397","51.50","51.50","51.10","51.20","0.1000","15"
"3530","晶相光","59803","4937262","82.10","83.20","81.80","82.20","0.5000","89"
"3532","台勝科","448686","40853062","91.20","92.80","90.10","91.40","1.1000","521"
"3533","嘉澤","1026606","1928669915","1875.00","1905.00","1830.00","1880.00","60.0000","2132"
"3535","晶彩科","1218141","61007054","50.20","50.80","49.60","50.40","0.5000","1560"
"3543","州巧","76423","1750826","23.00","23.00","22.60","23.00","0.1500","72"
"3545","敦泰","1050232","79267703","75.10","76.40","74.60","76.40","1.5000","1001"
"3550","聯穎","396216","6305574","16.10","16.10","15.80","16.00","-0.0500","309"
"3557","嘉威","140184","9747990","70.80","70.80","69.20","69.50","0.0000","150"
"3563","牧德","388517","145345332","371.00","378.00","370.50","375.00","6.0000","618"
"3576","聯合再生","3214809","31661722","10.05","10.15","9.72","9.94","-0.1100","2602"
"3583","辛耘","772455","292667155","382.00","383.00","376.50","377.00","1.0000","1141"
"3588","通嘉","231886","14431704","62.60","62.90","62.10","62.10","0.2000","341"
"3591","艾笛森","962061","22971227","23.90","24.20","23.55","23.90","0.2000","486"
"3592","瑞鼎","313074","123264858","400.00","400.00","391.50","391.50","-7.0000","749"
"3593","力銘","17391","125068","7.31","7.31","7.07","7.20","0.1300","23"
"3596","智易","1022335","182831393","177.50","180.00","175.50","179.50","4.0000","970"
"3605","宏致","22222752","1346182117","58.00","62.70","57.60","62.70","5.7000","13330"
"3607","谷崧","313259","5405531","17.30","17.45","17.05","17.30","0.1500","225"
"3617","碩天","406700","144083258","352.50","357.50","351.50","353.00","5.5000","484"
"3622","洋華","780501","43541279","55.80","56.40","55.30","55.60","0.0000","548"
"3645","達邁","30349873","2066847679","67.70","69.40","67.20","67.40","0.1000","18785"
"3652","精聯","70274","2574338","37.05","37.05","36.35","36.60","-0.2000","57"
"3653","健策","682530","950984605","1415.00","1425.00","1375.00","1385.00","-5.0000","1026"
"3661","世芯-KY","2732311","8605660265","3145.00","3205.00","3115.00","3130.00","25.0000","6823"
"3665","貿聯-KY","4285416","2713746584","620.00","642.00","618.00","637.00","25.0000","5130"
"3669","圓展","58304","2361424","40.75","40.90","40.30","40.40","0.1000","42"
"3673","TPK-KY","864991","32518646","37.95","38.25","37.30","37.55","-0.1500","748"
"3679","新至陞","81144","11777508","147.00","147.00","144.50","145.00","-2.0000","124"
"3686","達能","137243","2386603","17.70","17.70","17.25","17.60","-0.1000","213"
"3694","海華","4850252","273030216","57.60","57.70","55.60","55.60","-1.4000","3489"
"3701","大眾控","377961","14226944","37.85","37.95","37.25","37.65","-0.1500","347"
"3702","大聯大","2375803","169075503","71.10","71.60","70.90","71.00","0.5000","1656"
"3703","欣陸","450067","13368079","29.95","29.95","29.55","29.65","0.0000","357"
"3704","合勤控","1397779","53253091","38.50","38.75","37.65","38.45","0.2500","1102"
"3705","永信","160558","8471793","52.50","53.00","52.50","52.70","0.3000","135"
"3706","神達","142625433","10064195568","68.00","73.00","67.90","73.00","6.6000","66844"
"3708","上緯投控","301559","25670240","84.50","85.90","84.50","85.90","0.2000","399"
"3711","日月光投控","24592967","4336313948","175.00","178.50","172.00","177.00","5.0000","25000"
"3712","永崴投控","1691875","100821446","59.50","60.20","58.80","59.80","0.4000","1537"
"3714","富采","4461619","207447919","46.20","47.25","45.75","46.75","0.9000","3063"
"3715","定穎投控","2694762","153835326","56.70","57.70","56.00","57.30","1.1000","1709"
"3716","中化控股","120104","4458595","36.90","37.40","36.85","37.20","0.1500","158"
"4104","佳醫","76720","6603827","85.80","86.40","85.60","85.90","0.0000","177"
"4106","雃博","94294","2295882","24.40","24.45","24.30","24.40","0.1000","124"
"4108","懷特","121560","1987108","16.55","16.55","16.20","16.30","-0.1000","252"
"4119","旭富","85460","7294635","85.20","85.80","84.70","85.70","0.9000","131"
"4133","亞諾法","156833","4616662","29.75","29.75","29.30","29.60","0.3000","193"
"4137","麗豐-KY","110762","11996374","109.00","109.50","107.50","108.50","0.5000","112"
"4142","國光生","2568830","56673619","21.85","22.30","21.80","22.25","0.5000","1519"
"4148","全宇生技-KY","6094","297641","48.80","48.80","48.80","48.80","0.5000","14"
"4155","訊映","124640","2491636","19.95","20.05","19.90","20.05","0.1000","212"
"4164","承業醫","357456","15679611","43.05","45.00","42.90","44.45","1.4500","403"
"4190","佐登-KY","27611","1219021","44.50","44.50","44.00","44.00","0.1000","138"
"4306","炎洲","866319","14808544","17.05","17.20","17.00","17.20","0.1500","447"
"4414","如興","515174","1630276","3.19","3.19","3.12","3.12","-0.0500","113"
"4426","利勤","82756","854549","10.30","10.40","10.25","10.35","0.0000","51"
"4438","廣越","15584","1537130","98.70","99.00","98.40","98.60","0.5000","26"
"4439","冠星-KY","4000","392000","98.00","98.00","98.00","98.00","0.0000","3"
"4440","宜新實業","77194","1761026","22.90","23.05","22.70","22.85","-0.2500","62"
"4526","東台","1123880","31982075","28.65","28.70","28.20","28.65","0.1000","717"
"4532","瑞智","1833887","49354738","26.70","27.20","26.60","27.10","0.4500","1213"
"4536","拓凱","204833","41860241","203.00","205.50","202.50","204.00","2.5000","186"
"4540","全球傳動","2868824","146663337","52.40","52.60","50.50","50.60","-1.2000","2462"
"4545","銘鈺","99993","4380288","43.50","44.20","43.50","43.70","-0.2000","115"
"4551","智伸科","146370","15046742","103.00","103.50","102.00","103.50","1.0000","167"
"4552","力達-KY","39746","913439","23.00","23.10","22.90","23.00","-0.1500","164"
"4555","氣立","182087","7110596","39.60","39.60","38.80","39.00","0.0000","143"
"4557","永新-KY","150146","18762765","124.50","125.50","124.00","125.00","1.5000","150"
"4560","強信-KY","148001","5064787","34.25","34.55","34.00","34.25","0.1500","76"
"4562","穎漢","1019728","61114364","61.30","61.40","59.50","59.60","-0.9000","896"
"4564","元翎","434393","9344646","21.50","21.70","21.20","21.65","0.2500","331"
"4566","時碩工業","1109920","78666633","71.50","72.00","70.10","71.00","-0.7000","1065"
"4569","六方科-KY","72926","12969383","180.50","180.50","174.50","175.50","-3.0000","121"
"4571","鈞興-KY","1078646","227878831","210.50","216.00","207.00","210.00","1.0000","1285"
"4572","駐龍","19573","2974100","153.00","153.00","151.50","152.00","0.0000","37"
"4576","大銀微系統","7878206","1146523284","150.00","150.00","143.00","145.00","-2.0000","12166"
"4581","光隆精密-KY","15246","767887","50.10","50.60","50.10","50.50","0.5000","19"
"4583","台灣精銳","1404604","1156026332","825.00","838.00","808.00","808.00","-16.0000","2501"
"4588","玖鼎電力","115777","9584785","82.00","83.80","81.50","83.00","1.9000","125"
"4720","德淵","128532","2440366","18.95","19.15","18.90","19.05","0.1000","86"
"4722","國精化","333192","16369648","50.20","50.30","48.50","49.00","-0.9000","508"
"4736","泰博","67204","9547122","141.50","143.50","141.00","143.00","2.0000","103"
"4737","華廣","463863","30975342","62.00","68.20","62.00","66.70","4.7000","407"
"4739","康普","108136","5893791","54.70","54.90","54.20","54.50","0.1000","220"
"4746","台耀","287752","20746941","71.70","72.60","71.40","72.50","1.3000","306"
"4755","三福化","118715","14597758","123.00","123.50","122.00","123.50","1.5000","131"
"4763","材料-KY","756532","637694217","841.00","849.00","834.00","845.00","7.0000","2470"
"4764","雙鍵","40000","1875700","46.45","47.50","46.45","47.50","1.0000","28"
"4766","南寶","266796","86363757","320.50","326.50","319.50","324.00","4.5000","327"
"4770","上品","151065","44015338","293.50","294.50","288.50","292.00","1.0000","231"
"4771","望隼","88516","13982354","160.00","160.00","157.00","157.50","-2.5000","116"
"4807","日成-KY","44268","793569","17.80","18.40","17.65","18.20","0.2500","38"
"4904","遠傳","2178834","191942354","88.70","88.70","87.90","88.10","0.3000","1530"
"4906","正文","1158861","37736807","32.50","32.75","32.35","32.75","0.4000","723"
"4912","聯德控股-KY","727599","105065191","146.00","146.00","143.00","144.00","1.0000","1009"
"4915","致伸","2255108","183373366","80.40","81.80","80.00","81.60","2.3000","1870"
"4916","事欣科","4427846","144512119","32.20","33.35","31.45","33.00","1.5500","3095"
"4919","新唐","1189113","108439658","91.30","91.80","90.50","91.80","1.0000","1166"
"4927","泰鼎-KY","2978877","100519583","31.75","34.45","31.75","34.40","2.6000","1756"
"4930","燦星網","27957","834668","29.75","29.90","29.75","29.85","0.1000","44"
"4934","太極","219420","2726219","12.50","12.55","12.30","12.50","0.0000","246"
"4935","茂林-KY","355353","19912746","57.00","57.00","55.30","56.10","-0.5000","173"
"4938","和碩","5903392","568535513","96.00","96.70","95.60","96.70","1.4000","3330"
"4942","嘉彰","139472","5647358","40.30","40.50","40.30","40.50","0.2000","82"
"4943","康控-KY","56633","884445","15.05","16.55","15.05","16.55","0.0000","62"
"4949","有成精密","22069","459526","20.95","21.00","20.75","20.75","-0.2500","35"
"4952","凌通","301680","15742698","52.50","52.50","51.70","52.50","0.1000","246"
"4956","光鋐","1255533","37743903","30.15","30.60","29.60","30.40","0.3500","1011"
"4958","臻鼎-KY","3009388","357042276","117.00","119.50","117.00","119.50","2.5000","2195"
"4960","誠美材","1218419","16802410","13.70","13.90","13.65","13.85","0.1000","569"
"4961","天鈺","211030","47965242","228.00","228.00","226.00","227.00","1.0000","307"
"4967","十銓","882589","67272026","74.80","77.50","74.60","76.90","2.3000","918"
"4968","立積","2077829","419375248","205.00","205.00","200.00","200.00","-2.5000","2227"
"4976","佳凌","248313","8424041","34.00","34.30","33.65","34.00","0.1500","221"
"4977","眾達-KY","29184710","4260327633","144.50","150.00","141.50","147.50","6.5000","22085"
"4989","榮科","90121","1568375","17.50","17.50","17.20","17.25","-0.2500","88"
"4994","傳奇","20237","2017958","100.00","100.00","99.10","99.90","0.8000","25"
"4999","鑫禾","21387","689056","32.15","32.25","32.10","32.20","-0.0500","105"
"5007","三星","78000","4277576","55.00","55.00","54.50","54.80","-0.2000","51"
"5203","訊連","388377","37619523","97.60","97.60","96.00","97.20","-0.2000","467"
"5215","科嘉-KY","21061","892315","42.20","42.50","42.00","42.50","0.3000","34"
"5222","全訊","180162","22181819","122.50","124.00","122.00","123.00","1.0000","349"
"5225","東科-KY","703962","91399349","129.50","131.00","129.00","130.50","1.5000","568"
"5234","達興材料","3442765","771025450","225.50","227.50","220.00","225.00","-0.5000","5451"
"5243","乙盛-KY","1805197","105429239","58.80","59.10","57.50","58.60","0.4000","1238"
"5244","弘凱","2259007","109008018","48.95","49.35","47.75","47.85","-0.9000","1896"
"5258","虹堡","395767","32385602","83.30","83.30","81.30","82.10","0.2000","871"
"5269","祥碩","739689","1533099495","2110.00","2120.00","2045.00","2070.00","-15.0000","1345"
"5283","禾聯碩","67641","6934038","102.00","103.00","102.00","102.50","0.0000","119"
"5284","jpp-KY","1536303","269066884","173.00","178.50","171.00","176.50","3.5000","1850"
"5285","界霖","28840","1447340","50.60","50.60","50.00","50.00","0.0000","37"
"5288","豐祥-KY","63270","12791014","201.00","204.50","201.00","202.00","1.0000","66"
"5292","華懋","78246","12279839","156.00","158.00","154.50","158.00","3.5000","381"
"5306","桂盟","95611","12030197","125.00","127.00","124.50","127.00","2.0000","129"
"5388","中磊","3208153","402346274","125.50","126.00","124.00","126.00","2.0000","2540"
"5434","崇越","324388","94282875","292.50","292.50","290.00","290.00","-0.5000","489"
"5469","瀚宇博","2002965","105510129","52.00","53.30","52.00","53.00","1.5000","1685"
"5471","松翰","130088","5267806","40.30","40.70","40.25","40.50","0.3000","158"
"5484","慧友","540946","29263031","54.70","54.70","53.70","54.20","-0.5000","644"
"5515","建國","628349","17507494","28.30","28.30","27.55","27.75","-0.2500","596"
"5519","隆大","174059","5573990","31.80","32.20","31.80","32.20","0.4000","172"
"5521","工信","1668888","17078725","10.20","10.30","10.15","10.25","0.1000","388"
"5522","遠雄","889889","66531214","74.90","75.30","74.10","75.00","0.4000","882"
"5525","順天","65105","1988439","31.00","31.00","30.15","30.50","-0.1000","66"
"5531","鄉林","394486","4130211","10.55","10.55","10.40","10.45","-0.0500","229"
"5533","皇鼎","45447","890155","19.55","19.75","19.45","19.55","0.0500","42"
"5534","長虹","635069","53096014","82.70","84.30","82.60","83.90","2.2000","656"
"5538","東明-KY","5001","164932","32.95","33.00","32.95","32.95","-0.0500","6"
"5546","永固-KY","24000","718850","30.00","30.00","29.60","29.60","-0.2500","14"
"5607","遠雄港","149672","6323706","42.10","42.35","42.05","42.35","0.1500","419"
"5608","四維航","534292","8493462","16.00","16.00","15.80","15.90","0.0000","429"
"5706","鳳凰","963367","65788032","67.90","68.70","67.70","68.50","0.8000","1261"
"5871","中租-KY","4010675","461178559","115.50","115.50","114.00","115.50","0.5000","3654"
"5871A","中租-KY甲特","8894","878604","98.80","98.80","98.80","98.80","0.1000","17"
"5876","上海商銀","4360074","184872429","42.65","42.70","42.15","42.30","-0.3500","2534"
"5880","合庫金","11273675","275873979","24.60","24.60","24.40","24.40","-0.1000","5507"
"5906","台南-KY","","","","","","","0.0000",""
"5907","大洋-KY","723470","7377494","10.20","10.35","10.05","10.15","-0.0500","217"
"6005","群益證","5025343","129556428","25.70","26.00","25.60","25.85","0.1500","2646"
"6024","群益期","161359","9314383","57.70","57.90","57.40","57.80","0.4000","210"
"6108","競國","324346","5074103","15.70","15.80","15.45","15.80","0.2000","211"
"6112","邁達特","2773097","155210678","55.00","56.90","55.00","56.00","1.0000","2142"
"6115","鎰勝","59193","3026882","51.00","51.40","51.00","51.10","0.1000","62"
"6116","彩晶","2783202","22259880","8.02","8.04","7.96","8.00","-0.0200","1307"
"6117","迎廣","243940","20828057","86.90","86.90","85.00","85.00","-0.7000","671"
"6120","達運","677470","8446369","12.35","12.60","12.35","12.55","0.2000","342"
"6128","上福","44002","1500468","34.15","34.20","33.95","34.20","0.1000","38"
"6133","金橋","311441","5719269","18.40","18.50","18.20","18.40","0.0000","203"
"6136","富爾特","122784","2822783","23.00","23.05","22.90","23.00","0.1000","98"
"6139","亞翔","10013657","2481717838","241.50","253.00","241.50","250.00","9.0000","14696"
